text,label
A cool stained glass rose from my favorite animated film Beauty and the Beast #tattoo…,4
@ Friends of Owen's Playground,2
Hot Sauce Heaven #fire #awesomesauce #yum #ilovehotsauce #foodie #spicy #caliente @ Original…,3
rooftop lunch in Beverly Hills w/ my best friend,2
Over all its been a great weekend @user,2
"super thankful for my parents ️ @ City of Eastvale, CA",0
HONGRY! @ Chick fil A Shops at Rossmoor,3
"What a location (@ Middle of I-5 S and NO DAMN STARBUCKS! Yikes. in Kettleman City, CA)",1
When in Vegas we go big #Travel #instatravel #instagood #life #lifestyle #Gratefeul #Thankful…,1
Quick updo @ Whirlwind Blow Dry Lounge,2
This is what happens when you take old fashion photo booth pictures (we don't see ourselves…,1
Curly Friday #toomuchcurly #bighead #dontcare #LA #cali #lilass #me #ootd #aj13 #airjordans…,3
Left our ️️ ️️ ️️in SFO #i ️️sfo @ Golden Gate Bridge,0
The Tonga Room #cheers #sanfrancisco #thetongaroom #singaporesling #tigerbeer #samro…,4
Luv is rage @ Downtown Los Angeles,3
@user thanks Sam,4
Enough said. Posted by my friends at bolsaguns・・・ #hillaryclinton #2016 @ Devious Customs,1
️️Congratulations for your #oscar #bestoriginalscore #enniomorricone so proud of you ️#actress…,0
Meeting with the woman who is going to save my life today. No big deal. #positivevibes…,4
"Friday afternoon, New packages, &amp; Starbucks coffee #work #TarasBoutique #newarrivals…",4
"gotta say, I love you @ Bakersfield, California",2
No butter or slurpee request anymore !!! Had a lot of fun growing it out. My guys at…,1
"This view ️ #pretty #loveit @ Santa Barbara, California",0
Today's reading #travelyogispirit #shiftingperspective #readabook @ Three Tree Point,3
Fun walk in today added to a tattoo previously done by a different artist. Now taking…,4
a little preview from our shoot yesterday @ Pfeiffer Big Sur State Park,2
"""Watch where you step, don't want you to fall through"" -Security @user @user @user",3
When your so excited about your makeup you spell in instead of on lol birthday weekend starts…,1
"Guess I have to stop walking around the office singing ""SMOKE WEED EVERYDAY"" another random…",1
"Thankful for this stud, and so much more @ Gilroy, California",2
"@user oh well nothing I can do about it anymore, water under the bridge na so go with the flow na lang. Just do what I'm supposed to do",4
Happy Thanksgiving from my family to yours #happythanksgiving #thanksgiving #thanksgivingdinner…,2
"Realized I've been looking like grown up Lavender from #Matilda for the last 3 days . Anyway,…",1
Got to start on a rework today love how it turned out still a ways to go #tattoo #tattoos…,4
Congrats LadieOne and Seize on your baby girl Autumn. Can't wait to spoil her . One love y'all.…,1
It's up for grabs! Please contact me if you would like to schedule an appointment. Thank you! …,0
And just like magic..Hit me up for that @ Validus Recording Studios,3
"️ #daneinla #hollywoodglamour #style #nudenmark #nordicmusic @user @ The Dell,…",0
Big S/O to my #ManCrushEveryday ️️ for brightening up day!!! Love…,0
Happy Friday everyone How cute is this moment - haven't we all felt this way!and…,2
@ Taro's By Mikuni - Arden Fair,3
You got hack lol --&gt; aka (bff)Lets sing baby again lol That was one fun night #lastyear…,4
#SixFlags @ Six Flags Magic Mountain,4
Today's hiking was really fun . Spectacular view of the rocky…,4
@ Disneyland,2
sunny (-_-) but still wonderful @ Peet's Coffee &amp; Tea,4
Birthday Celebration with lovely ladies ️ @ Barmyx,0
Just keep watching !! @ The Cutz Barber Shop,1
@user @user YAS!!!!! Shout out to my fav band ass well! Awesome show!,4
w/ kpavery @ Forbes Mill Steakhouse,2
Ready for the Journey we're set on #snapchststofollow…,4
Modern day drugs. #10minutesketch,1
Thankful for my funny friends who remind me who the real kid is #jiujitsu #graciejiujitsu…,4
My #2015bestnine #instagrammers #igers #TagsForLikes.com #instalove #instamood #instagood…,2
#dayumm @user was las night! @user had the #club jumpn then the homie…,3
Two more shows. ️ If you love musicals or love uplifting stories I would love it if you would…,0
a good show. @ Zarkana by Cirque du Soleil,4
That 5s quality and shii I'm 17 @ Dancing Queen,3
"thankful for many things, &amp; she's one of them @ Alana's Cafe",4
Amen! That's what our kids have in us #OnlyGod #GodIsGood #Grateful…,0
"#mood @ Los Angeles, California",3
When you're not built for exercising (tag 5 friends and I might come train y'all)W/…,1
The trees are blooming outside the Museum #springinsonoma @ Museums of Sonoma County,4
Like an old gazelle getting chased by young lion cubs @ Dolores Park,1
Amazing view of Las Vegas with my love! @ High Roller Vegas,0
Mah N*gga! lolwhen things start getting monotonous it's time to spice things up I mean if it…,1
So glad I'm closer to the beach &amp; out of the Valley as of tomorrow!!! This weather is …,3
Love this place ️ @ Stinkin Crawfish of West Covina,0
Margaritas to end a great weekend!! @user with good company ( we ordered blood…,4
Andy's Coffee Shop @ Andy's Coffee Shop,2
COLD? Get your inner FUEGO burning with our Habanero hot sauce today #yyj #marketsqvic…,3
Job well done. Thanks guys @ Forever In My Heart,2
Merry Christmas! @ Westborough Park,1
burning all the bridges @user @user #fcla16 @ VEVO Los Angeles,3
"@user @user I live in san Francisco,I happened to work here today! So I decide to wait up for him",4
Always love shooting for the brilliant virginiaconesa ! She captures a special part of me …,2
When you become a adult you go buy ramen #love #instagood #me #smile #follow #cute…,1
"Here for Anna ️ bananawutang karenthoue @ Mountain View, California",0
"Sunsets are proof that no matter what happens, everyday can end beautifully #quote #sunset…",2
"A day wine tasting can be spent in just one spot @user #ontheblog @ Napa, California",2
Such a better snow photo than last year! My love bug @ Brittany…,0
Good news! My bun was the only thing that was flagged in security today Has this ever happened…,1
|| Last Hour at my Open House with @user • Link in bio for details …,4
Days like this are the reward for all the 'investments' in time and energy with being a coach. …,4
Actors acting for new Scripts ️ #creative #be #do #love #mediainc #playground #storyplayground…,0
"Love love love this man @ Pismo Beach, California",2
From the behind the scences of our final project. it was challenging however we finished it…,1
#theBOYS ️#beachlife #RannAtchFamily #SpringBreak2016 @ San Clemente State Beach,0
New drop #midnightfarmsclones #zengarden @ Zen Garden Wellness,3
The. offspring mosh pit out of control! Dexter stopped to help someone find their lost shoe @user,1
Dogs love this boy. He has such a way about him. ️ @ Bear Coast Coffee,0
So pretty on the trail this morning @ Monterey Bay Recreational Trail,4
Matt Damon and Jimmy Kimmel are the best #JimmyKimmel #oscars,1
The fabulous rose gold saddle bag has cross body straps! @ Cake Plate Boutique,2
Me and this cutie at the Old Spaghetti Factory …,4
SF + ur fav duo since 5th grade @ San Francisco Treasure Island,2
Close up! oil slick hair #aliciaorabella #orabellacolorstudio @ Orabella Color Studio,3
Loved #sunset #yoga today with My #arbonnistas . The fog rolled in majestically. Thank you…,2
I finally got to see my idols star #ilovelucy #lucilleball @ Hollywood Walk of Fame,2
#mcm @ Sleeping Beauty Castle,3
@user i see why Brandon is your favorite He was too awesome.madamfrankenstein89 this…,4
Next level hotdog stick #hotdog #fireishot #cooking #themeatsweats #ihaterabbits #campfire @user,3
"I boat parades!!! @ Lido Island, Newport Beach",0
Rad sesh today with @user @user good slam too!! #skateboarding @ Huntington…,3
My squad @ Starfire Sports,1
"Some women are lost in the fire. This woman was built from it. I am blessed for the hardships,…",3
S'more for me s'more for you #foodporn #live2love @ Gyu-Kaku…,2
"Our name is PolyPino, stay tuned for our album titled ""Flared"" dropping soon.…",3
good morning from #lasvegas what's for #breakfast?? #whiskey duh @ Marriott's Grand Chateau,2
Injury sculpts from today's class! Gosh I could do this forever! @ EI School Of Professional…,4
#knottsscaryfarm @ Knott's Scary Farm,2
.@buyepongo just hittin the stage at @user release party at @user #DTLA #cumbia…,3
"Here for my training! 5:30-7:30 (@ San Diego Humane Society &amp; SPCA - @user in San Diego, CA)",4
one of the most important principles of achieving your goals is CONSISTENCY. Even when you…,3
The Baristas at On The Edge in Old Town Clovis know me so well #ontheedge #coffeeshop…,4
Flashback to Drizzy Drais. Steez'n the night. @ W Jazz Night,3
#Merman #imafish @ Malibu Surf Riders Beach,4
@ Santa Cruz Beach Boardwalk,3
"Having a Disneyland day with my family, hope you have a great weekend @ Disneyland",2
Work besties • minus a few ️#ZGweek #ZGlife #zillowlife…,0
A Jiu-Jitsu Match about 3 Years ago that never ends lol ️ #Sevan #Serineh #LegacyBJJ…,0
Dinner at Tao with @user charles_fairmorn_germany (Martina &amp; Klaus ). #epicmoments…,4
If you see me just hi and I'll give you that awkward hey,1
Bring back the original. #worldofcolor # @ Mickey's Fun Wheel,3
They're here for the #Wookiee... but got away with #R2D2! #StarWarsNight #SJSharks #MTLvsSJS…,1
Another song for you.. @ Beverly Wilshire Beverly Hills (A Four…,2
Part2 A lil Ghetto Stiletto Sexy Slow Walk Freestyle from tonite ...officialghettostiletto 8:30…,4
"Thankful ️ #happythanksgiving #tbt @ Daly City, California",0
Melrose gonna be #danielpatrick #knomadik #designer #style #fashion #mensfashion…,3
#Morrissey / #TheSmiths Nite was Thank you @user &amp; @user for another…,3
"Travel with you ️ #LosAngeles @ Los Angeles, California",0
Shootout to my personal photographer @user #itstruethatimabadbitch…,2
"#tbt to when I serenaded by these lovely ladies @ Los Angeles, California",0
"I went for megabucks, but I won 15 $ Las Vegas took crazy to the next level. It was fun but…",1
"Had @user in the stu w/ me, He told me drop that shit!.. #STEADYWORKIN @ North…",3
"The Fase u make when u know u Kant save these hoes lol #FaseTime lmao @ Inglewood, California",1
Taiwanese food @ Din Tai Fung South Coast Plaza 鼎泰豐,2
"Visited my AMAZING agent, Heidi, today!!! ️THANK YOU SO MUCH for all your hard work juggling my…",0
This is in display at my mom's bridal store in Lodi. @ Elizabeth of Lodi,4
This memorial weekends line up . Tonight in the main club is AfroJack with Ikon in the…,3
"#Yule be lucky to go on a date with this fella. @ Santa Clara, California",3
Picture I took using my Canon Rebel I love my handsome son #PrincePreston #PrestonBlue…,2
This little girl is my world ️ @ McAdam Park,0
"THIS Sunday, yup gonna keep posting it. Lol tix available in my bio #hotelcafe #losangeles 7PM…",4
@user @user @user @user @user @user @user @user @user @user @user tweet of the day,4
Woke up in Vegas ️ #vegas #friends #family #welcometolasvegas #vacation #neededabreak…,0
Can you tell how much she loves me ? @ Tony's Mexican Kitchen- Crestline,2
Same. But different. bb's @ Bellevue Square,2
People are digging my $5 kicks I found on the Internet! #i ️shoes…,0
#phoenixdroneservice is here in spirit . ️ #thewaterboss is getting burgers at the #char-pit @user,0
xoxo @ O&amp;S,2
Homemade beef jerky #yum #beefjerky #spicy #homemade #tasty #mylasvegaslife #fooddehydrator…,0
With @user at Sand Dollar Lounge. ️,0
regram ladonnaphotoBeautiful Sabrina! @user ️ #sensual_ladies #morningthoughts…,0
"Windy Sunday @ San Carlos, California",4
Black Friday by Kendrick,3
Rocking the @user @user #foodie #foodporn #friends #love #burger #joy #foodie…,1
"I love Asian markets, especially with all the variety in snacks #asianmarket #Asiansnacks…",4
romantic staycation breakfast for...one. now THAT was a successful date night. #parenthood…,1
kitekitekitekitekite performance on Friday at @user was installation up until Saturday…,3
imy so hard rn | FL can give you back now #qbaby&amp;babybeuhls #cuddles #gottagetouttahere…,2
He is at it again! @user is out here in LA killing these corners for @user …,3
"#Repost Amazon original series ""Lost in Oz"" cast &amp; crew premiere! ︎ （≧∇≦） @ Harmony Gold Theater",0
Reflection photos are one of my favs ️ the body can be pictured front and back and make such a…,0
"Black Friday (at @user in Commerce, CA)",4
So much love for my mini me. ️ ️ #mamasgirl #conniescorner #goofygirlsrule #sundayfunday…,0
Thank you #theoffice #michaelscott for inspiring my boyfriend to be his own #bobblehead …,1
8:30am and well on our wag to being hammered @ Ballys Hotel &amp; Casino,2
H&amp;M Black Friday sale is #blackfriday #hm175 #forumshops #caesarspalace #timelapse @ H&amp;M,3
My #buddy having #fun ️ @ Orfila Vineyards &amp; Winery,0
Got to see my favorite guy in my favorite city @user @ W Hotel-The City,4
WERE GETTING MARRIED!! Way too excited for my two favs @ Walla…,4
My happy place Loving this Advent devotional written by klarckorver and @user Making the Word…,4
Streamin live on #Lacoolradio with @user @ La Cool Radio,3
"San Francisco has only one drawback, 'tis hard to leave @ San…",2
Measure your life in love~ #rentthemusical @ Segerstrom Center for…,2
Oh people's New Years Resolutions.. Shouldn't be a…,1
90's memorial. #Pokemon #supermario #art #LA #BakersBoy @ Think Tank Gallery,1
Sisterhood means introducing your other half to your hometown @ Golden Gate Bridge,2
Because my girl got another home run #DingersForDays @ Athena Softball Field,2
Happy! #Happy #HappyLife #HappyLifeWuthTheWife #Bae #ColorRun #lgbt #LasVegas #Girlfriends…,4
NEW YOUTUBE VIDEO! LINK IN BIO! SUBSCRIBE!!! w/ @user @ Hollywood,1
She's so cute @ San Fernando Valley,0
"Fav pic from LA Mag cover photoshoot last week, holding @user original. ️ @ Downtown Los…",0
Just a few of my favorite people @ Nobu Los Angeles,4
Baedesza dropping that @user remix @user #odesza @ San Jose State University,4
So it's official come and gone.. Phew... this is as good as they…,1
"One week from tonight! Get your tickets online to save $3, and if you haven't yet, hit ""going""…",4
Vintage 80s Coogi Sweaters DM serious inquires $50 Pop #Vintage #Coogi #vintagepolo…,3
"Rain or shine, still the happiest place on earth. @ Disneyland/California Adventure",4
#DatingInVegas courtesy of Joey and Phoebe from #Friends lilmegs143 @user @user,1
Dank #foodporn @ Yaya's Burgers,3
Handstand lateral first steps.. Still a long way to go but fun any way #handstand365…,3
Taking some stress off school @ Almansor Golf Range,4
Tonight should be lit @user @ San Francisco Bay,3
The summer is here! ️ @user @ Le Jardin,0
The memory wall in our hotel! #Disneyland2016 #DisneylandHotel #DiamondCelebration @user,4
#BuiltByJimmy ATHLETE training sessions today at Kezar Stadium :) Let's GOOO!!! Online…,3
Dutch just wrote on my car. @ Dutch Bros,1
#Cosmos @ Hollywood Blvd.,3
#OnRepeat #TravelSoundtrack #BrunoMars #24kmagic #ArtBasel @ Los Angeles International…,3
"Well earned drink, busy day at the fire department plus a good run. Now sitting down and relaxing",4
“@WORIDSTARHIPH0P: When You're Lit AF But Also In Your Feelings me everytime,1
After work relaxation. Hot Chocolate and Cookie Dough @ Hollywood,4
Because we had to be cheesy and wear matching shirts and sweaters ️ @ Disneyland,0
"Wedding fun (@ Bagramian Hall in Montebello, CA)",4
Someone messin with me,1
I'm dead BRB,1
Pensando se vai ter jantar de Thanksgiving p ele #oregon #lincolncity #thanksgiving #usa @user,1
#fbf to L.A. and some of my fave bloggers talking social media. Last week at #VFSC. @ Platform,2
Isaac took a few tumbles while iceskating this morning at #unionsquare in #SanFran. He still…,1
Today my mom accidentally whacked me with a plastic cup,1
"So, excited - meeting tomorrow with editor for IHP Global's 1st ""Global Elevate"" magazine!!!…",4
This dude @user goofy as hell lol @user @user chris_paul_family_foundation…,1
"Couldn't ask for a better fishing partner #bestfriend travisbarden @ St Joe River, Avery",4
"Those lashes @ Oakland, California",2
Oh ya know! n1kk112…,1
"#tacobell I love you ️ (at @user in Bremerton, WA)",0
Sleeping beauty @ Hotel Bel Air,2
"Good morning (@ California State University, Northridge (CSUN) in Northridge, CA w/ @user",2
Merry Christmas Eve Eve ️ @ Ethel M Chocolate Factory - Cactus Garden,0
"Tommy Sports jumper size XS $26, ribbed striped crop top size XS $18, beret $14. All…",3
One last repost of one of my pictures submitted for the @user #grammasters3 contest! ️…,0
Showtime! #mehndi #indianwedding #dayone #jatina @ Irvine Marriott,3
"Let's get to 3k CLICK THE LINK IN BIO"" (FULL VERSION)#Camden #Grind #NJ2LA #Trained2Go…",3
So thankful to be with my beautiful baby prima for Thanksgiving ️ @ City of Vista,0
Love my people....my not so little anymore people ️ @ Snow Shoe Christmas Tree Farm,0
I wanna dance with you #X16 #UCSB @ Harder Stadium,2
Being effortless is the coolest thing in the world. Flashing back to the weekend…,2
Finally ... I found my baby today !!! This was not easy- a lot of studying and searching huge…,1
Racing time! Lighting mcqueen #firstrideoftheday #californiaadventure #famliytime…,4
#WeddingFlower #LOVE from last night created by @user janaemaue chrismaue ||…,2
"""@ViswaTweetz: Content matters. #ABO megasite for a reason @user",1
"Happy Birthday to the best dad in the world ️ #jambalaya @ Bull Mountain, Portland, Oregon",0
#RodgerRabbit #MyBrat @ Disneyland,0
"Last night in LA. Thanks to eli, brian, little shrimp and niky. I had such a lovely time with u…",2
Three stone princess cut Diamond engagement ring anyone?,3
Happy Friday from @user Tomorrow is my 4 year anniversary here! #womeninIT (@ Explore Consulting),4
Ha! I came all the way to LA to see guys get out of their cars to throw (roll around) in the street. They musta been lovers not fighters.,1
They are one of the reasons why I love being home. ️ @ Chung Sol Korean Bbq,0
Two peas in a pod. ️ #daddy #daddyslittlegirl #dadswithbeards #baby @ Orange Coast Memorial…,0
Every night we still on fleek!! #gobestie xo @user @ LURE,2
All I need in this life of sin is me and my girlfriend #jasminanicolebustamante @ Mickey's Toontown,2
"If you want it, you got it. @ Pleasure Point, California",2
Day 2 of instagram. @ Athens Park,4
️'s #love #friends #ionlyrollwithgoddesses #beauties #countrygirls #vegas #stoneys @ Stoney's…,0
"️ (@ City of Los Angeles in Los Angeles, CA)",0
Accidental kinda cool shot because @user energy level was so @ Slim's,3
@ Costco,1
3rd marathon of 2016. First trail run. It was a small race of 70 runners and I LOVED IT!!!…,1
"Reunited @ San Diego, California",2
When the fam comes thru datsik #rapideye #fluxx #encorepresents #sandiego #sonyalpha #datsik…,3
"Moms: They've always got your back Happy #MothersDay, teesquil! @ Santa Monica, California",2
Happy birthday Jaclynn @user,4
"Well, aw. ️ @ USS Midway Museum",0
"JULY.17.2016 Happy 1st Birthday to my inaanak, Leah Pearl Rosiles …",2
️ @ Sunset Cliffs SD. Ca USA,0
Another perfect day with my perfect man ️ devperry42…,0
VALERIA'S XV @ Embassy Suites by Hilton Monterey Bay Seaside,3
Its sooo nice over here #sanfrancisco #goldengatebridge @ Golden Gate Bridge,4
Got to see Kobe play before the seasoned ended... And before he retires And of course they…,4
"@ Foster City, California",1
Part 2 Progress - Oil Paint &amp; Pen Sketch On Vintage Denim - ALMOST DONE! ️ #deop #Oil…,0
Yo I used to be so excited to see Keni's 11:11 tweets,1
Happy birthday aunt marty! @ City Of Duarte California,2
The sound of nature is the most relaxing sound ️ #hike #meditation…,0
The un-cropped photo looks much better. #adventure #urban #agameoftones #dinosaur #iphone6s…,4
A zen afternoon spent at a picturesque garden @ The Portland Japanese Garden,2
"""Wherever your treasure is, there the desires of your heart will also be."" Matthew 6:21 ️ We…",0
@user got your cards last night!!! They arrived safe and sound I also love that you did…,2
always on the look out for gluten free spots because of @user and this spot was so if…,3
"Okay so my notification sound is of Louis screaming ""SUPERMAAAAAN"" and it scares me everytime I get a notification",1
"My house wins the holiday season so far. Sorry not sorry . @ Lathrop,…",4
red_reyes ️ @ Fantastic Cafe,0
"FIRE ON THE MOUNTAIN!!!!! (@ Fire on the Mountain - @user in Portland, OR w/ @user",3
Happy thanksgiving!!! Hope everyone enjoy this day with family!!! We for sure had fun eating!! …,1
you guys are awesome! kyliepointe alysa.grace #photoshoot #cambree #pointe #sanjose…,2
"Cal &gt; Tall Guy (at @user Bagels in San Diego, CA)",1
Back at my residency tonight!!!! Wit @user gona b !!!! Hit…,3
️ ️ @user staceyah (please ignore my turns) @ Triple Threat Performing Arts,0
"Summa dat mornin fuckery! @ Bakersfield, California",1
Perfect way to start off thanksgiving break thank you @user,3
"When she lifts, cooks rocks the musclecontest stage and she still single oh Lord !!! @ GO…",1
"Cinderella can't go to the #newyearseve #party without her bomb heels! Thank you,…",3
If u can't deal with my random mood swings then I'm not for you cause those mfs be swinging,1
Making memories #lovemyfamily ️ @ Honda Center,0
Dam fam!! #KembeX He done hurt my feelings with that voice. I lowkey thought the 1st 8 seconds…,3
So who will be down to come out and support ? this Friday March 11 at the flyway at fox in…,4
"#hityourrefreshbutton yesterday someone said to me, "" you're one of a kind Rob!"" what a…",4
What I can live off of for the rest of my life...or after work #salmonsushi #SUSHI #ILOVESUSHI…,4
Almost 40k!!!!!!! We also are up to #13 closer to top 10!!!!!! Thank you for everyone watching…,3
My ️ #tombradleyinternationalterminal @ Los Angeles International Airport (LAX),0
happy birthday @user ️ #actorslife #actorsofinstagram #la #hollywood #dtla @ Clifton's Republic,0
#Mansion #Trailer #absurd #INSANE #loveit! Watch all eps @user - Don't miss the…,1
We dem boyz! #prom2k16 @ Marina del Rey Marriott,3
When someone asks me if my brother is my kid .,1
"Lookin fierce @user #mua #hairstylist #rhoc @ Newport Beach, California",3
Wow I'm in a good mood,4
nbcthevoice has a very active #behindthevoice snapchat ️ @ Universal Studio Hollywood Horror Nights,0
Super fun sesh today w/ jeffpratt_87 and @user trapezelasvegas #weee #scary #progress…,4
@ MYXX Hookah Lounge 2,3
"Cotton candy skies #sunset #beach #cloudporn @ Pacific Ocean, Marina Rel Rey, California",2
This never gets old #tooblessedtobestressed @ Sunset Cliffs SD. Ca USA,4
She decided to go for a hike! Been awhile since I was up here @user,4
Hard to get a choke hold on daddy when he has no neck!! #Repost…,1
"""Your husband is so supportive..."" Yes, yes he is. #silverspikes15 @ Peppermill Resort Spa Casino",4
"Vape gear is packed for #VegasAndChill, only 5 mods, 10 18650 batteries and 300+ mls of juice …",1
Rocking Through !! @user #RyanWreckless #LibertyFairs #AGENDA #Convention #Clothing…,3
Beaded Kuchi chokers are now listed on ETSY. Starting at only $20. Get at me! ️ ️ ️ @ The Sky…,0
"The famed curved Lombard St!! (@ Lombard Street in San Francisco, CA)",4
@user because you were mad-dogging me...,1
So Mikey decides to take the Ghost Pepper challenge. No Bueno. …,1
the weeknd - the hills #visitcalifornia @ Golden Gate View Point,3
"#ornament #photochallenge2016 what have I gotten myself into @ Kennewick, Washington",1
Walked 3.04 miles in an hour on my first day. I'm proud #ufcgym @ UFC GYM,4
Thanks Jess #pho #anaheimpackingdistrict @ Sawleaf Vietnamese Café,4
My red headed model Her entire appointment was 90 minutes. That included eyebrow shaping…,2
It's gonna be LiT @ Catalina Express,3
"Bought a pink cake lollipop at @user today Happy times! @ Yucca Mesa, Yucca Valley",4
️ @ Hollywood Hills West,0
...and that's a wrap ---- off into the sunset #lincolnblacklabel - amazing crew and this cutie …,2
PLAIN WHITE T'S ️ @ Canyon Club Agoura Hills,0
"the sweatshirt dress on today dresslily #ontheblog #linkinbio @ Santa Monica,…",2
Catch us fighting fire @ Baldy view r.o.p,3
50 degrees in Joshua tree... sounds like we should drop the top! @ Yacca Valley,1
"@user I ate for 15 minutes, is that good?",1
Yesterday with them #goodtime #niceday #bbyEvan #bff #griffithpark @ Griffith Park,4
This album is straight ! @user great job! @ True Grace Church,3
Thank you @user killin it. Almost there! #stomachtattoo #tattoo #anchortattoo…,4
when you're finally good on #Halo5!#halo5guardians #tookamonth #17kills #finallyfirstplace…,1
My mom n dad fighting over to cook Soul food or Nicaraguense food for thanksgiving #ThanksgivingWithMixedFamilies,1
️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️#monsoon @ Canyon Inn,0
@user well then do something that can earn you 5 years of money,4
Beyond happy that I got to experience your first time at Disneyland with you Nina loves you so…,2
#StarTalkLive backstage crew keeping up on monitors! great job to produce this show! @ Nourse…,4
"Culver City High &amp; Middle School Hope Assemblies are about to start! L.A., I have missed you …",3
Found a magical little waterfall in Oregon New blog post up about our freaking gorgeous…,2
starting my spring break just right @ Amplify,2
Just Chillen With My Girlfriend Today. #imcrying #haha #modpizza #snapchatsawitfirst…,1
Last night @ Barney's Beanery - Pasadena,2
Hahaha. Throwback to when i was a potato #throwback #PotatoMe #UniversalStudios #losangeles…,1
"Mom sent me this photo. I guess she can see the fire from our house, now. #sandfire # @ Santa…",3
New Year's Eve is gonna be Lit ! @user &amp; @user Performing Live @user,3
Last Night Lit !!!!!!! I Told You Guys Don't Miss Out.…,3
"Toast to my haters yo @ Los Angeles, California",1
Couldn't explain to you how much these girls mean to me ️ @ Bishop Gorman High School,0
#teamlitty @ Playhouse Nightclub,3
"""@KathiiBienchen: @user ja ""SO 1 THESE ARROGANT PINS FOUND MY PHONE-S TO STEVE? IT DOESNT MAKE ANY DIFRENCE: CALL ME OUTSIDE RT WORTH?",4
We like to work out so we can post it on Instagram! You see that hill...we ate it for…,1
Me when I get off work tonight @ UC Berkeley,4
Y'all are quick. #blackpanthertruehollywoodstories #captainamerica #civilwar #CharlieMurphy #repost…,1
#snäpme @ Amerje86 I aint gonna lie to ya #Youdatingsantabih #ibetyolegsswoleaf…,1
We LOVE #RocksWithSoul Stop by this Tuesday to meet the gals behind SF's favorite jewelry…,2
"I think we may be drinking.... but NOT driving, so it's ok #happybirthdaysam #itsagoodlife…",4
Hope you're having a nice Sunday @ La Jolla Beach San Diego CALIFORNIA,4
"#ihh2016 @ Spring Valley Lake, California",2
bae @ The Huntley Hotel,2
Great to meet @user on Saturday! #gbkpreoscars #TheDeparted #Transformers @ The…,4
Pleaseeeeee Babyyyyyy @ The Life of Pablo - Kanye West,3
"I love you @ San Francisco, California",2
"Merry Christmas! Happy New Year! Ready for 2016... #bringiton2016 @ City of West Hills, Ca",2
When half of your hair is in pin curls and only your eye make up is done but you look cute …,1
Progress on my new friend #sculpture #sculpt #sculptor #ceramics #sculpture #clay #clayart #art…,4
Michin saram? @ Seattle Waterfront,1
Dinner with the family for my favorite old man's birthday! @ Chang's Mongolian Grill,2
Day of the Dead ️ @ Highland Park Neighborhood,0
Bridgett at her Basketball game @ West Valley Junior High School,4
I only work on Get at me. Love my job. #banghousestudiosla #godfirst #godisgood…,3
I shouldn't be talking shit,1
#Brunch#LatteWithLove @ Outerlands,2
"It's become a ritual, on Sundays while visiting a city we go to the museums. @ SFMOMA San…",2
Can't wait to be home tommorw,4
"Thankful for my Cousin @ Cheviot Hills, Los Angeles",2
Hoops for hope @ Shasta College,2
@user killin my class last night @user #watchoutlilbitch @user,3
Happy birthday to my one true love! @ San Francisco State University,2
The BFs first #boomerang @ Ocean Shores beach -- Damon Point,1
#jayden ️ @ Sunny's,0
"He got separated from the wolfpack I guess. @ Las Vegas, Nevada",1
So @ The Low-Key Poke Joint,3
@user it's not my birthday yet,1
"#happy #thanksgiving from my #family to yours. ️k so should I go with the pepper spray, tazor…",0
Great dinner with these two lovas ️ #lapergoletta #losfeliz #italianfood @user,0
"When I take nice healthy poops I always think about @user &amp;his poop homework assignment I look at it &amp;say ""chef would be so proud""",4
Day 12 of the #adventbraidingsurprises this is my attempt for the #stackedheadbandbraid for…,4
It took me so long to find this but here you #Haaaaaaaa #DetroitNiggaLaugh #HAM @ Queen Virgin Remy…,1
LA Lovin @ Wilshire Country Club,2
#CurrentSituation #DTLA #lovemycity ️ #LiveMyCity #thisisLA #poolside @ The Westin Bonaventure…,0
Why we lookin like the most album cover of the '60's…,3
So much . #Conan #teamcoco #conan4ever @ The Conan O'Brian Show Stage 15,2
"didn't get the best pic yesterday, but look at this little cutie, he was a little sweetheart ️…",0
I love everything about this!! But I'm so glad he's such a good sport. #Disneyland #Toontown @user,1
"LA nights Dress: thejetsetdiaries Bag: ysl Heels: zara @ West Hollywood, California",2
Minor roadblocks but no detours for me...I'm gonna make the most of being able to see another year,4
"Made with eduardodelima888 2 May 2016 @ Canyon Lodge, Mammoth Mountain",0
LMFAO I can't deal with myself today @ Avenida Revolución,1
"#tbt circa 1995 or 1996 the good ol days @ Milwaukie, Oregon",2
Tonight it's going to be @user with my brother @user on the decks and special…,3
We meet again Mr. Fire Octopus #EDCday1 #OWSLA @ Electric Daisy…,3
Me at the mall after midnight @ Sherman Oaks Galleria,1
This guy Dr Lee is helping my smile ️ at #premierorthodontics #thousandoaks #drlee @ Premier…,0
"Selfie @ Rodeo, California",4
@user ️ his voice = happiness #VegasCon #spncon @ Rio All-Suite Hotel &amp; Casino,0
"Bastardizing Classix Vol. 69 ""Cowboys From Hell"" edition RIP Dimebag Darrell @ Casa De Riot",1
Our team is working hard this Monday to bring our patients the best care possible #concierge…,4
My Mommy made arrangements to get on the bus and ride with me to Vegas... where she lives . …,4
I ️ the Breeze bike program in Santa Monica. Comes in handy after a long run especially today's…,0
When you Italian deli does it old school. And they feed you deli samples on line #clarios…,0
Second to last shoot in Long Beach. ️ #kalamazoophotographer #californiatomichigan #noobie @user,0
